ResponseId,Perspective,vasMarker,GC,Duration (in seconds),Age,Sex,Eng,Question,VAS,Risk,AgeZeroCenter
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_18,0.48,Low Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_19,0.09,Low Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_20,0.01,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_21,0.17,Low Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_22,0.54,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_23,0.01,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_24,0.32,Minimal Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_25,0.19,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_26,0.16,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_27,0.11,Low Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_28,0.33,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_29,0,High Risk,8.531862745098039
R_Qhz6dfvauJsNn45,Other,Midpoint,97,1280,43,Female,Yes.,Question_30,0.01,High Risk,8.531862745098039
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_1,0,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_2,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_3,0,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_4,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_5,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_6,0,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_7,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_8,0.26,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_9,0,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_10,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_11,0,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_12,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_13,0,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_14,0,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_15,0,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_16,0,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_17,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_18,0.5,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_19,0,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_20,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_21,0.76,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_22,0.5,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_23,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_24,0.31,Minimal Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_25,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_26,0.5,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_27,0,Low Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_28,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_29,0,High Risk,2.5318627450980387
R_qItlN6PMrRLGWnT,Self,No Midpoint,76,507,37,Female,Yes.,Question_30,0,High Risk,2.5318627450980387
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_1,0.2,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_2,0.29,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_3,0.17,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_4,0.29,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_5,0.51,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_6,0.38,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_7,0.23,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_8,0.33,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_9,0.25,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_10,0.08,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_11,0.79,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_12,0.27,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_13,0.8,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_14,0.72,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_15,0.75,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_16,0.64,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_17,0.2,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_18,0.62,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_19,0.66,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_20,0.24,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_21,0.6,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_22,0.72,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_23,0.13,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_24,0.71,Minimal Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_25,0.26,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_26,0.59,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_27,0.39,Low Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_28,0.32,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_29,0.09,High Risk,-13.468137254901961
R_qJHdTJTDjeekuOt,Other,Midpoint,84,455,21,Male,Yes.,Question_30,0.12,High Risk,-13.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_1,0,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_2,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_3,0.81,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_4,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_5,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_6,0.5,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_7,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_8,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_9,0.35,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_10,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_11,1,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_12,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_13,0.72,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_14,0.74,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_15,0.74,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_16,0.72,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_17,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_18,0.51,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_19,0.5,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_20,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_21,0.57,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_22,0.45,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_23,0.01,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_24,0.75,Minimal Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_25,0.67,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_26,0.28,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_27,0.49,Low Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_28,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_29,0,High Risk,-11.468137254901961
R_qKH1TDRbMuUUu65,Other,Midpoint,75,427,23,Female,Yes.,Question_30,0,High Risk,-11.468137254901961
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_1,0.05,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_2,0.01,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_3,0,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_4,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_5,0.42,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_6,0,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_7,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_8,0.27,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_9,0,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_10,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_11,0.03,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_12,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_13,0,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_14,0.25,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_15,0,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_16,0,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_17,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_18,0.06,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_19,0.11,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_20,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_21,0.05,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_22,0.28,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_23,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_24,0.07,Minimal Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_25,0.18,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_26,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_27,0,Low Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_28,0.2,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_29,0,High Risk,5.531862745098039
R_qRtVrCyRCdqHH4B,Other,Midpoint,53,390,40,Female,Yes.,Question_30,0,High Risk,5.531862745098039
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_1,0.2,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_2,0.07,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_3,0.52,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_4,0.21,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_5,0.62,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_6,0.51,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_7,0.01,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_8,0.28,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_9,0.35,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_10,0,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_11,0.66,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_12,0,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_13,0.67,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_14,0.74,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_15,0.5,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_16,0.28,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_17,0.03,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_18,0.58,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_19,0.29,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_20,0.02,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_21,0.5,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_22,0.63,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_23,0.09,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_24,0.35,Minimal Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_25,0.49,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_26,0.41,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_27,0.29,Low Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_28,0.24,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_29,0,High Risk,-8.468137254901961
R_RF60NZbokUDC2d3,Self,Midpoint,80,340,26,Female,"No, it's my second language.",Question_30,0.04,High Risk,-8.468137254901961
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_1,0,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_2,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_3,0,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_4,0.01,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_5,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_6,0.78,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_7,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_8,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_9,0,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_10,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_11,0.81,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_12,0.71,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_13,0.77,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_14,0.89,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_15,0.61,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_16,0,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_17,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_18,0.66,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_19,0.23,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_20,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_21,0,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_22,0.69,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_23,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_24,1,Minimal Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_25,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_26,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_27,0,Low Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_28,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_29,0,High Risk,4.531862745098039
R_RVTcCve0AQnpVTj,Self,No Midpoint,100,945,39,Female,Yes.,Question_30,0.01,High Risk,4.531862745098039
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_1,0.17,Low Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_2,0.06,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_3,0.04,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_4,0.06,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_5,0.6,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_6,0.01,Low Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_7,0,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_8,0.03,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_9,0.01,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_10,0,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_11,0.75,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_12,0.01,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_13,0.67,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_14,0.75,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_15,0.53,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_16,0.53,Low Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_17,0.01,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_18,0.23,Low Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_19,0.03,Low Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_20,0.01,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_21,0.39,Low Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_22,0.28,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_23,0,High Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_24,0.75,Minimal Risk,-4.468137254901961
R_RXjbww1dyVNA2vn,Other,Midpoint,82,303,30,Female,Yes.,Question_25,0.17,High Risk,-4.468137254901961
