"";"ResponseId";"Group";"Question";"VAS";"Risk";"Perspective";"Condition"
"12830";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_20";39;"Minimal Risk";"Impersonal";"Reasoning"
"12831";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_21";56;"Low Risk";"Impersonal";"Reasoning"
"12832";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_22";62;"Low Risk";"Impersonal";"Reasoning"
"12833";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_23";7;"Low Risk";"Impersonal";"Reasoning"
"12834";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_24";77;"Low Risk";"Impersonal";"Reasoning"
"12835";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_25";32;"Low Risk";"Impersonal";"Reasoning"
"12836";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_26";73;"Low Risk";"Impersonal";"Reasoning"
"12837";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_27";19;"Low Risk";"Impersonal";"Reasoning"
"12838";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_28";43;"Low Risk";"Impersonal";"Reasoning"
"12839";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_29";2;"Low Risk";"Impersonal";"Reasoning"
"12840";"R_3OeJSODY1JPDlBv";"Gen. Reasoning";"Question_30";18;"Low Risk";"Impersonal";"Reasoning"
"12841";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_1";13;"High Risk";"Impersonal";"Control"
"12842";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_2";0;"High Risk";"Impersonal";"Control"
"12843";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_3";25;"High Risk";"Impersonal";"Control"
"12844";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_4";14;"High Risk";"Impersonal";"Control"
"12845";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_5";9;"High Risk";"Impersonal";"Control"
"12846";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_6";16;"High Risk";"Impersonal";"Control"
"12847";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_7";0;"High Risk";"Impersonal";"Control"
"12848";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_8";18;"High Risk";"Impersonal";"Control"
"12849";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_9";4;"High Risk";"Impersonal";"Control"
"12850";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_10";0;"High Risk";"Impersonal";"Control"
"12851";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_11";100;"Minimal Risk";"Impersonal";"Control"
"12852";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_12";0;"Minimal Risk";"Impersonal";"Control"
"12853";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_13";100;"Minimal Risk";"Impersonal";"Control"
"12854";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_14";83;"Minimal Risk";"Impersonal";"Control"
"12855";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_15";90;"Minimal Risk";"Impersonal";"Control"
"12856";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_16";64;"Minimal Risk";"Impersonal";"Control"
"12857";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_17";0;"Minimal Risk";"Impersonal";"Control"
"12858";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_18";81;"Minimal Risk";"Impersonal";"Control"
"12859";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_19";72;"Minimal Risk";"Impersonal";"Control"
"12860";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_20";11;"Minimal Risk";"Impersonal";"Control"
"12861";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_21";18;"Low Risk";"Impersonal";"Control"
"12862";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_22";84;"Low Risk";"Impersonal";"Control"
"12863";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_23";0;"Low Risk";"Impersonal";"Control"
"12864";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_24";100;"Low Risk";"Impersonal";"Control"
"12865";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_25";19;"Low Risk";"Impersonal";"Control"
"12866";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_26";9;"Low Risk";"Impersonal";"Control"
"12867";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_27";17;"Low Risk";"Impersonal";"Control"
"12868";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_28";25;"Low Risk";"Impersonal";"Control"
"12869";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_29";0;"Low Risk";"Impersonal";"Control"
"12870";"R_3oFUw2ptShzNojZ";"Gen. Control";"Question_30";0;"Low Risk";"Impersonal";"Control"
"12871";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_1";2;"High Risk";"Impersonal";"Reasoning"
"12872";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_2";0;"High Risk";"Impersonal";"Reasoning"
"12873";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_3";13;"High Risk";"Impersonal";"Reasoning"
"12874";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_4";0;"High Risk";"Impersonal";"Reasoning"
"12875";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_5";16;"High Risk";"Impersonal";"Reasoning"
"12876";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_6";26;"High Risk";"Impersonal";"Reasoning"
"12877";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_7";4;"High Risk";"Impersonal";"Reasoning"
"12878";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_8";62;"High Risk";"Impersonal";"Reasoning"
"12879";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_9";0;"High Risk";"Impersonal";"Reasoning"
"12880";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_10";0;"High Risk";"Impersonal";"Reasoning"
"12881";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_11";74;"Minimal Risk";"Impersonal";"Reasoning"
"12882";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_12";1;"Minimal Risk";"Impersonal";"Reasoning"
"12883";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_13";34;"Minimal Risk";"Impersonal";"Reasoning"
"12884";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_14";46;"Minimal Risk";"Impersonal";"Reasoning"
"12885";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_15";54;"Minimal Risk";"Impersonal";"Reasoning"
"12886";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_16";14;"Minimal Risk";"Impersonal";"Reasoning"
"12887";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_17";7;"Minimal Risk";"Impersonal";"Reasoning"
"12888";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_18";39;"Minimal Risk";"Impersonal";"Reasoning"
"12889";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_19";3;"Minimal Risk";"Impersonal";"Reasoning"
"12890";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_20";0;"Minimal Risk";"Impersonal";"Reasoning"
"12891";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_21";56;"Low Risk";"Impersonal";"Reasoning"
"12892";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_22";68;"Low Risk";"Impersonal";"Reasoning"
"12893";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_23";0;"Low Risk";"Impersonal";"Reasoning"
"12894";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_24";63;"Low Risk";"Impersonal";"Reasoning"
"12895";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_25";74;"Low Risk";"Impersonal";"Reasoning"
"12896";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_26";24;"Low Risk";"Impersonal";"Reasoning"
"12897";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_27";14;"Low Risk";"Impersonal";"Reasoning"
"12898";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_28";13;"Low Risk";"Impersonal";"Reasoning"
"12899";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_29";0;"Low Risk";"Impersonal";"Reasoning"
"12900";"R_3oyCizgsa5oAxwP";"Gen. Reasoning";"Question_30";0;"Low Risk";"Impersonal";"Reasoning"
"12901";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_1";6;"High Risk";"Impersonal";"Reasoning"
"12902";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_2";10;"High Risk";"Impersonal";"Reasoning"
"12903";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_3";52;"High Risk";"Impersonal";"Reasoning"
"12904";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_4";10;"High Risk";"Impersonal";"Reasoning"
"12905";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_5";50;"High Risk";"Impersonal";"Reasoning"
"12906";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_6";51;"High Risk";"Impersonal";"Reasoning"
"12907";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_7";0;"High Risk";"Impersonal";"Reasoning"
"12908";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_8";2;"High Risk";"Impersonal";"Reasoning"
"12909";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_9";50;"High Risk";"Impersonal";"Reasoning"
"12910";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_10";0;"High Risk";"Impersonal";"Reasoning"
"12911";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_11";100;"Minimal Risk";"Impersonal";"Reasoning"
"12912";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_12";15;"Minimal Risk";"Impersonal";"Reasoning"
"12913";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_13";78;"Minimal Risk";"Impersonal";"Reasoning"
"12914";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_14";100;"Minimal Risk";"Impersonal";"Reasoning"
"12915";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_15";93;"Minimal Risk";"Impersonal";"Reasoning"
"12916";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_16";50;"Minimal Risk";"Impersonal";"Reasoning"
"12917";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_17";0;"Minimal Risk";"Impersonal";"Reasoning"
"12918";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_18";86;"Minimal Risk";"Impersonal";"Reasoning"
"12919";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_19";87;"Minimal Risk";"Impersonal";"Reasoning"
"12920";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_20";7;"Minimal Risk";"Impersonal";"Reasoning"
"12921";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_21";43;"Low Risk";"Impersonal";"Reasoning"
"12922";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_22";51;"Low Risk";"Impersonal";"Reasoning"
"12923";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_23";13;"Low Risk";"Impersonal";"Reasoning"
"12924";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_24";78;"Low Risk";"Impersonal";"Reasoning"
"12925";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_25";53;"Low Risk";"Impersonal";"Reasoning"
"12926";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_26";0;"Low Risk";"Impersonal";"Reasoning"
"12927";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_27";59;"Low Risk";"Impersonal";"Reasoning"
"12928";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_28";3;"Low Risk";"Impersonal";"Reasoning"
"12929";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_29";0;"Low Risk";"Impersonal";"Reasoning"
"12930";"R_3oYo8TaDFFQXPrM";"Gen. Reasoning";"Question_30";1;"Low Risk";"Impersonal";"Reasoning"
"12931";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_1";6;"High Risk";"Impersonal";"Reasoning"
"12932";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_2";0;"High Risk";"Impersonal";"Reasoning"
"12933";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_3";22;"High Risk";"Impersonal";"Reasoning"
"12934";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_4";0;"High Risk";"Impersonal";"Reasoning"
"12935";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_5";48;"High Risk";"Impersonal";"Reasoning"
"12936";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_6";51;"High Risk";"Impersonal";"Reasoning"
"12937";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_7";0;"High Risk";"Impersonal";"Reasoning"
"12938";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_8";28;"High Risk";"Impersonal";"Reasoning"
"12939";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_9";18;"High Risk";"Impersonal";"Reasoning"
"12940";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_10";0;"High Risk";"Impersonal";"Reasoning"
"12941";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_11";90;"Minimal Risk";"Impersonal";"Reasoning"
"12942";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_12";0;"Minimal Risk";"Impersonal";"Reasoning"
"12943";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_13";0;"Minimal Risk";"Impersonal";"Reasoning"
"12944";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_14";6;"Minimal Risk";"Impersonal";"Reasoning"
"12945";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_15";0;"Minimal Risk";"Impersonal";"Reasoning"
"12946";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_16";5;"Minimal Risk";"Impersonal";"Reasoning"
"12947";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_17";0;"Minimal Risk";"Impersonal";"Reasoning"
"12948";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_18";0;"Minimal Risk";"Impersonal";"Reasoning"
"12949";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_19";0;"Minimal Risk";"Impersonal";"Reasoning"
"12950";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_20";6;"Minimal Risk";"Impersonal";"Reasoning"
"12951";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_21";47;"Low Risk";"Impersonal";"Reasoning"
"12952";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_22";49;"Low Risk";"Impersonal";"Reasoning"
"12953";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_23";0;"Low Risk";"Impersonal";"Reasoning"
"12954";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_24";69;"Low Risk";"Impersonal";"Reasoning"
"12955";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_25";0;"Low Risk";"Impersonal";"Reasoning"
"12956";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_26";69;"Low Risk";"Impersonal";"Reasoning"
"12957";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_27";71;"Low Risk";"Impersonal";"Reasoning"
"12958";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_28";14;"Low Risk";"Impersonal";"Reasoning"
"12959";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_29";0;"Low Risk";"Impersonal";"Reasoning"
"12960";"R_3p5wromxQCDT4b9";"Gen. Reasoning";"Question_30";0;"Low Risk";"Impersonal";"Reasoning"
"12961";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_1";0;"High Risk";"Impersonal";"Reasoning"
"12962";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_2";0;"High Risk";"Impersonal";"Reasoning"
"12963";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_3";68;"High Risk";"Impersonal";"Reasoning"
"12964";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_4";5;"High Risk";"Impersonal";"Reasoning"
"12965";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_5";16;"High Risk";"Impersonal";"Reasoning"
"12966";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_6";62;"High Risk";"Impersonal";"Reasoning"
"12967";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_7";53;"High Risk";"Impersonal";"Reasoning"
"12968";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_8";2;"High Risk";"Impersonal";"Reasoning"
"12969";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_9";0;"High Risk";"Impersonal";"Reasoning"
"12970";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_10";6;"High Risk";"Impersonal";"Reasoning"
"12971";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_11";82;"Minimal Risk";"Impersonal";"Reasoning"
"12972";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_12";52;"Minimal Risk";"Impersonal";"Reasoning"
"12973";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_13";58;"Minimal Risk";"Impersonal";"Reasoning"
"12974";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_14";31;"Minimal Risk";"Impersonal";"Reasoning"
"12975";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_15";73;"Minimal Risk";"Impersonal";"Reasoning"
"12976";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_16";0;"Minimal Risk";"Impersonal";"Reasoning"
"12977";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_17";3;"Minimal Risk";"Impersonal";"Reasoning"
"12978";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_18";36;"Minimal Risk";"Impersonal";"Reasoning"
"12979";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_19";62;"Minimal Risk";"Impersonal";"Reasoning"
"12980";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_20";0;"Minimal Risk";"Impersonal";"Reasoning"
"12981";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_21";8;"Low Risk";"Impersonal";"Reasoning"
"12982";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_22";72;"Low Risk";"Impersonal";"Reasoning"
"12983";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_23";1;"Low Risk";"Impersonal";"Reasoning"
"12984";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_24";75;"Low Risk";"Impersonal";"Reasoning"
"12985";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_25";81;"Low Risk";"Impersonal";"Reasoning"
"12986";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_26";1;"Low Risk";"Impersonal";"Reasoning"
"12987";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_27";28;"Low Risk";"Impersonal";"Reasoning"
"12988";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_28";31;"Low Risk";"Impersonal";"Reasoning"
"12989";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_29";0;"Low Risk";"Impersonal";"Reasoning"
"12990";"R_3PAlFTXJrqVldji";"Gen. Reasoning";"Question_30";1;"Low Risk";"Impersonal";"Reasoning"
"12991";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_1";0;"High Risk";"Impersonal";"Control"
"12992";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_2";0;"High Risk";"Impersonal";"Control"
"12993";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_3";0;"High Risk";"Impersonal";"Control"
"12994";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_4";0;"High Risk";"Impersonal";"Control"
"12995";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_5";0;"High Risk";"Impersonal";"Control"
"12996";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_6";0;"High Risk";"Impersonal";"Control"
"12997";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_7";0;"High Risk";"Impersonal";"Control"
"12998";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_8";0;"High Risk";"Impersonal";"Control"
"12999";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_9";0;"High Risk";"Impersonal";"Control"
"13000";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_10";0;"High Risk";"Impersonal";"Control"
"13001";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_11";100;"Minimal Risk";"Impersonal";"Control"
"13002";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_12";0;"Minimal Risk";"Impersonal";"Control"
"13003";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_13";0;"Minimal Risk";"Impersonal";"Control"
"13004";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_14";5;"Minimal Risk";"Impersonal";"Control"
"13005";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_15";0;"Minimal Risk";"Impersonal";"Control"
"13006";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_16";0;"Minimal Risk";"Impersonal";"Control"
"13007";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_17";0;"Minimal Risk";"Impersonal";"Control"
"13008";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_18";0;"Minimal Risk";"Impersonal";"Control"
"13009";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_19";0;"Minimal Risk";"Impersonal";"Control"
"13010";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_20";0;"Minimal Risk";"Impersonal";"Control"
"13011";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_21";0;"Low Risk";"Impersonal";"Control"
"13012";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_22";66;"Low Risk";"Impersonal";"Control"
"13013";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_23";0;"Low Risk";"Impersonal";"Control"
"13014";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_24";100;"Low Risk";"Impersonal";"Control"
"13015";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_25";0;"Low Risk";"Impersonal";"Control"
"13016";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_26";0;"Low Risk";"Impersonal";"Control"
"13017";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_27";1;"Low Risk";"Impersonal";"Control"
"13018";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_28";0;"Low Risk";"Impersonal";"Control"
"13019";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_29";0;"Low Risk";"Impersonal";"Control"
"13020";"R_3PFumy3tlVgKX26";"Gen. Control";"Question_30";0;"Low Risk";"Impersonal";"Control"
"13021";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_1";8;"High Risk";"Personal";"Imperative"
"13022";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_2";0;"High Risk";"Personal";"Imperative"
"13023";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_3";13;"High Risk";"Personal";"Imperative"
"13024";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_4";3;"High Risk";"Personal";"Imperative"
"13025";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_5";12;"High Risk";"Personal";"Imperative"
"13026";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_6";11;"High Risk";"Personal";"Imperative"
"13027";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_7";1;"High Risk";"Personal";"Imperative"
"13028";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_8";0;"High Risk";"Personal";"Imperative"
"13029";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_9";11;"High Risk";"Personal";"Imperative"
"13030";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_10";0;"High Risk";"Personal";"Imperative"
"13031";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_11";28;"Minimal Risk";"Personal";"Imperative"
"13032";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_12";10;"Minimal Risk";"Personal";"Imperative"
"13033";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_13";21;"Minimal Risk";"Personal";"Imperative"
"13034";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_14";35;"Minimal Risk";"Personal";"Imperative"
"13035";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_15";11;"Minimal Risk";"Personal";"Imperative"
"13036";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_16";7;"Minimal Risk";"Personal";"Imperative"
"13037";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_17";0;"Minimal Risk";"Personal";"Imperative"
"13038";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_18";36;"Minimal Risk";"Personal";"Imperative"
"13039";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_19";10;"Minimal Risk";"Personal";"Imperative"
"13040";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_20";0;"Minimal Risk";"Personal";"Imperative"
"13041";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_21";16;"Low Risk";"Personal";"Imperative"
"13042";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_22";16;"Low Risk";"Personal";"Imperative"
"13043";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_23";0;"Low Risk";"Personal";"Imperative"
"13044";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_24";22;"Low Risk";"Personal";"Imperative"
"13045";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_25";12;"Low Risk";"Personal";"Imperative"
"13046";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_26";13;"Low Risk";"Personal";"Imperative"
"13047";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_27";20;"Low Risk";"Personal";"Imperative"
"13048";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_28";6;"Low Risk";"Personal";"Imperative"
"13049";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_29";0;"Low Risk";"Personal";"Imperative"
"13050";"R_3PhPJPtInDijSEq";"Per. Imperative";"Question_30";0;"Low Risk";"Personal";"Imperative"
"13051";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_1";77;"High Risk";"Impersonal";"Control"
"13052";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_2";64;"High Risk";"Impersonal";"Control"
"13053";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_3";83;"High Risk";"Impersonal";"Control"
"13054";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_4";69;"High Risk";"Impersonal";"Control"
"13055";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_5";88;"High Risk";"Impersonal";"Control"
"13056";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_6";82;"High Risk";"Impersonal";"Control"
"13057";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_7";74;"High Risk";"Impersonal";"Control"
"13058";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_8";77;"High Risk";"Impersonal";"Control"
"13059";"R_3Pia3ZDRRgUd63l";"Gen. Control";"Question_9";76;"High Risk";"Impersonal";"Control"
