ResponseId,Group,Age_1,Practice_Gen_1,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8,Question_9,Question_10,Question_11,Question_12,Question_13,Question_14,Question_15,Question_16,Question_17,Question_18,Question_19,Question_20,Question_21,Question_22,Question_23,Question_24,Question_25,Question_26,Question_27,Question_28,Question_29,Question_30,Progress,Duration (in seconds),Finished,UserLanguage,CF2,CF1,Trap1,VisionQ,FluencyQ,Gender,Eng,Res,Chi,1_RT_First Click_5,1_RT_Last Click_5,1_RT_Page Submit_5,1_RT_Click Count_5,2_RT_First Click_5,2_RT_Last Click_5,2_RT_Page Submit_5,2_RT_Click Count_5,3_RT_First Click_5,3_RT_Last Click_5,3_RT_Page Submit_5,3_RT_Click Count_5,4_RT_First Click_5,4_RT_Last Click_5,4_RT_Page Submit_5,4_RT_Click Count_5,5_RT_First Click_5,5_RT_Last Click_5,5_RT_Page Submit_5,5_RT_Click Count_5,6_RT_First Click_5,6_RT_Last Click_5,6_RT_Page Submit_5,6_RT_Click Count_5,7_RT_First Click_5,7_RT_Last Click_5,7_RT_Page Submit_5,7_RT_Click Count_5,8_RT_First Click_5,8_RT_Last Click_5,8_RT_Page Submit_5,8_RT_Click Count_5,9_RT_First Click_5,9_RT_Last Click_5,9_RT_Page Submit_5,9_RT_Click Count_5,10_RT_First Click_5,10_RT_Last Click_5,10_RT_Page Submit_5,10_RT_Click Count_5,11_RT_First Click_5,11_RT_Last Click_5,11_RT_Page Submit_5,11_RT_Click Count_5,12_RT_First Click_5,12_RT_Last Click_5,12_RT_Page Submit_5,12_RT_Click Count_5,13_RT_First Click_5,13_RT_Last Click_5,13_RT_Page Submit_5,13_RT_Click Count_5,14_RT_First Click_5,14_RT_Last Click_5,14_RT_Page Submit_5,14_RT_Click Count_5,15_RT_First Click_5,15_RT_Last Click_5,15_RT_Page Submit_5,15_RT_Click Count_5,16_RT_First Click_5,16_RT_Last Click_5,16_RT_Page Submit_5,16_RT_Click Count_5,17_RT_First Click_5,17_RT_Last Click_5,17_RT_Page Submit_5,17_RT_Click Count_5,18_RT_First Click_5,18_RT_Last Click_5,18_RT_Page Submit_5,18_RT_Click Count_5,19_RT_First Click_5,19_RT_Last Click_5,19_RT_Page Submit_5,19_RT_Click Count_5,20_RT_First Click_5,20_RT_Last Click_5,20_RT_Page Submit_5,20_RT_Click Count_5,21_RT_First Click_5,21_RT_Last Click_5,21_RT_Page Submit_5,21_RT_Click Count_5,22_RT_First Click_5,22_RT_Last Click_5,22_RT_Page Submit_5,22_RT_Click Count_5,23_RT_First Click_5,23_RT_Last Click_5,23_RT_Page Submit_5,23_RT_Click Count_5,24_RT_First Click_5,24_RT_Last Click_5,24_RT_Page Submit_5,24_RT_Click Count_5,25_RT_First Click_5,25_RT_Last Click_5,25_RT_Page Submit_5,25_RT_Click Count_5,26_RT_First Click_5,26_RT_Last Click_5,26_RT_Page Submit_5,26_RT_Click Count_5,27_RT_First Click_5,27_RT_Last Click_5,27_RT_Page Submit_5,27_RT_Click Count_5,28_RT_First Click_5,28_RT_Last Click_5,28_RT_Page Submit_5,28_RT_Click Count_5,29_RT_First Click_5,29_RT_Last Click_5,29_RT_Page Submit_5,29_RT_Click Count_5,30_RT_First Click_5,30_RT_Last Click_5,30_RT_Page Submit_5,30_RT_Click Count_5,ReadingQ
R_3iF0zNBjLqaBtfo,Per. Reasoning,50,54,0,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,100,389,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,3.781,4.881,6.617,2,1.979,4.556,5.598,3,4.555,6.485,8.494,2,4.133,5.003,6.594,2,11.316,17.935,19.302,2,3.564,4.539,5.83,2,2.548,5.801,7.563,3,4.855,4.855,11.151,1,4.472,4.472,7.236,1,2.637,3.614,5.401,2,4.246,4.246,6.186,1,3.07,4.953,6.677,2,10.618,10.618,14.149,1,4.096,14.75,16.221,2,9.61,12.321,13.718,2,5.239,5.239,8.186,1,2.889,6.603,8.223,5,5.876,7.421,8.995,2,4.497,4.497,6.738,1,4.294,5.863,7.653,2,5.004,6.994,8.427,2,8.28,19.187,20.967,2,2.626,4.41,6.037,2,5.183,11.381,13.086,3,3.977,7.179,8.643,2,3.778,5.027,6.76,2,6.567,9.236,10.931,3,4.142,5.4,7.68,2,3.511,4.994,6.269,2,2.511,3.562,4.678,2,NA
R_5ndRUo0g8FTIhhv,Per. Reasoning,28,94,0,1,1,0,13,1,0,0,3,0,3,18,3,27,4,10,11,10,2,1,3,79,0,3,3,1,0,13,0,0,100,506,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,"No, it's my third language.",Australia,Nepal,6.85,6.85,7.546,1,8.127,9.253,10.784,2,6.404,6.404,7.106,1,5.878,5.878,6.533,1,14.281,14.281,15.126,1,10.8,10.8,12.712,1,6.395,6.395,7.189,1,7.903,7.903,8.878,1,5.756,5.756,6.663,1,8.145,9.047,10.153,2,13.197,13.197,14.034,1,10.943,10.943,11.598,1,7.163,7.163,7.86,1,1.289,10.741,11.357,2,8.598,8.598,9.231,1,8.618,8.618,9.659,1,16.502,16.502,18.639,1,10.435,10.435,11.091,1,8.629,8.629,10.129,1,11.104,11.104,11.915,1,10.45,10.45,11.815,1,10.055,10.055,11.066,1,13.889,13.889,14.648,1,6.93,6.93,7.57,1,11.968,11.968,13.025,1,12.416,12.416,13.067,1,8.522,8.522,9.24,1,21.371,21.371,22.312,1,7.563,7.563,8.265,1,8.128,8.128,8.819,1,NA
R_2dxPL53UW3UuGOG,Per. Reasoning,31,59,14,0,48,2,0,14,0,39,26,1,93,0,75,42,52,0,0,0,0,25,10,77,3,89,0,28,46,6,8,1,100,375,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.473,7.473,8.338,1,3.601,3.601,4.662,1,3.89,5.232,5.995,3,2.594,2.594,3.387,1,8.212,9.017,10.029,2,2.812,2.812,3.67,1,3.233,5.282,5.783,3,7.58,7.58,8.589,1,8.317,8.317,9.114,1,2.162,3.297,4.398,2,2.69,3.321,4.706,2,9.767,11.086,12.546,2,4.822,5.473,9.108,2,2.655,4.067,7.482,2,3.146,4.001,5.152,2,2.114,2.114,3.372,1,1.808,3.713,4.697,4,4.613,4.613,5.642,1,3.684,4.166,5.048,2,3.991,6.105,6.894,2,7.643,9.747,10.29,3,2.847,2.847,6.852,1,2.527,3.134,4.166,2,5.017,5.017,5.662,1,4.745,4.745,14.728,1,1.993,15.733,16.741,3,2.949,5.264,6.004,3,8.917,9.976,10.908,2,2.752,2.752,3.505,1,2.524,2.524,3.428,1,NA
R_WjpcTFOdKrYq933,Per. Reasoning,44,100,0,6,29,68,46,24,0,23,79,0,100,34,31,89,82,79,0,89,62,0,25,86,0,100,80,77,65,74,7,0,100,414,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.865,8.806,9.684,4,5.798,5.798,7.42,1,5.977,7.465,8.359,2,7.539,10.767,13.521,2,13.118,15.591,16.655,2,7.284,7.284,8.085,1,15.252,15.927,16.797,2,6.836,11.054,11.86,3,7.511,8.707,9.269,2,4.036,5.654,6.515,3,5.904,7.261,7.986,3,8.711,9.34,10.337,2,9.028,9.661,11.583,2,5.914,7.448,8.6,2,6.925,7.752,8.671,2,8.978,8.978,10.29,1,5.044,5.869,7.545,2,7.687,8.571,9.409,2,5.963,8.749,9.49,5,10.482,11.306,12.213,2,9.46,13.083,13.889,3,6.602,8.576,9.184,2,9.472,10.564,11.916,3,3.47,4.774,5.395,3,6.064,6.684,7.595,2,7.763,10.711,11.41,2,7.669,9.599,10.416,2,6.324,9.41,9.762,3,6.018,7.558,8.387,2,6.015,9.239,9.587,5,NA
R_24dC8WPtS7AUaSl,Per. Reasoning,19,81,15,6,35,11,60,59,14,28,4,4,59,30,63,53,10,33,9,35,17,10,59,53,24,72,31,54,25,29,16,16,100,427,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,8.373,12.119,12.621,4,3.479,5.54,6.37,4,5.641,5.641,7.008,1,3.936,5.815,7.59,4,13.06,15.624,16.46,4,5.173,5.173,6.189,1,7.369,11.309,12.362,3,6.589,6.589,7.652,1,5.208,5.208,6.296,1,6.067,6.067,7.364,1,7.406,13.145,14.63,10,6.083,6.083,7.243,1,4.525,6.348,7.219,3,5.616,6.311,7.609,2,5.533,6.002,7.105,2,8.339,9.081,10.507,2,6.524,6.524,7.853,1,21.773,23.234,24.198,4,9.758,11.387,12.62,4,5.228,6.873,8.161,3,10.141,11.901,13.009,4,10.126,10.126,11.174,1,5.005,5.005,6.481,1,5.573,11.428,12.352,4,6.442,7.45,9.524,3,6.801,8.341,9.221,3,11.737,14.139,15.257,3,9.804,9.804,11.485,1,3.249,3.249,4.782,1,3.804,4.861,5.852,3,NA
R_3gZrfA2NgXw88Qn,Per. Reasoning,28,67,5,5,36,0,14,7,0,10,11,0,29,31,72,27,100,35,10,18,23,0,46,84,0,71,57,22,15,9,7,9,100,291,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2.68,2.68,3.776,1,1.422,2.457,3.205,2,2.794,3.165,3.869,2,2.031,3.235,4.095,3,3.232,3.683,4.576,2,1.374,1.374,2.379,1,3.404,5.508,6.268,4,2.139,3.658,4.416,3,2.754,2.754,3.771,1,1.998,2.853,3.161,2,5.423,5.794,6.507,2,3.13,4.863,5.89,2,2.118,3.525,4.341,4,20.001,20.732,21.366,2,2.2,3.033,3.545,3,1.643,3.376,4.011,4,1.869,3.331,4.014,3,2.06,3.027,3.448,2,2.096,2.096,2.741,1,1.8,2.475,3.245,2,1.91,5.173,5.842,2,2.224,3.248,4.073,3,59.866,60.507,61.311,2,1.915,2.557,3.168,3,3.127,4.05,4.82,3,3.111,3.111,3.937,1,1.48,1.863,2.722,2,2.741,2.741,3.994,1,2.15,3.365,4.281,2,1.476,1.476,2.37,1,NA
R_2TKK4uoMay6it1D,Per. Reasoning,27,97,0,3,2,16,63,2,0,1,11,0,93,14,24,71,93,51,5,72,38,0,18,88,0,96,23,7,3,32,1,0,100,351,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.469,5.469,7.075,1,3.129,3.809,5.222,2,3.321,5.358,6.854,4,3.401,4.209,5.302,2,7.275,7.647,8.792,2,4.744,6.1,7.802,3,4.358,5.072,6.831,3,6.822,8.749,10.905,3,4.038,4.623,5.664,2,41.068,42.551,43.257,2,3.78,4.11,5.373,2,4.896,7.398,9.26,3,6.614,7.786,9.39,3,4.706,4.706,6.604,1,2.738,2.738,3.96,1,6.581,6.581,8.798,1,3.163,3.163,4.649,1,4.965,6.211,7.185,3,6.548,6.548,7.773,1,2.858,4.883,6.293,3,7.567,10.794,11.439,4,5.954,5.954,7.284,1,2.866,6.657,8.095,5,3.24,3.24,5.091,1,4.564,5.24,7.01,2,4.884,5.313,6.747,2,3.875,4.891,6.284,3,5.039,6.797,7.792,3,4.08,4.08,5.824,1,3.287,3.287,5.097,1,NA
R_3KoyVkERcuJ29n5,Per. Reasoning,34,78,19,12,48,7,56,27,20,16,21,8,73,22,26,29,41,33,13,32,22,13,30,79,12,76,33,18,18,8,2,8,100,265,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Italy,2.67,4.266,5.451,2,2.79,2.79,3.962,1,4.782,4.782,6.358,1,3.3,3.3,4.416,1,6.518,6.518,7.55,1,2.893,2.893,4.421,1,3.963,3.963,5.745,1,2.739,2.739,3.869,1,2.831,2.831,4.498,1,2.145,2.145,3.279,1,4.366,5.02,6.424,2,3.607,3.607,5.489,1,3.297,3.297,5.098,1,6.364,7.368,10.368,2,2.972,3.614,4.66,2,2.255,2.255,4.359,1,5.753,6.928,8.759,2,6.605,7.16,8.221,2,3.113,3.113,4.133,1,2.764,2.764,4.625,1,5.076,5.076,6.134,1,3.693,3.693,6.005,1,4.191,4.191,5.867,1,4.21,4.21,5.373,1,3.113,5.385,6.748,2,4.215,4.215,5.852,1,17.179,17.179,18.186,1,3.185,4.606,5.809,2,3.843,3.843,5.333,1,3.972,3.972,4.949,1,NA
R_2CVSAUdvukeudAO,Per. Reasoning,50,98,1,2,100,1,100,1,2,100,99,1,100,4,52,100,100,11,1,56,0,100,96,100,7,100,7,5,99,4,1,6,100,561,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.924,5.924,7.026,1,6.019,6.019,7.074,1,5.715,5.715,6.552,1,5.264,5.264,6.913,1,13.769,13.769,14.589,1,12.652,12.652,14.182,1,8.705,9.538,10.98,2,9.865,10.354,11.772,2,5.111,5.111,6.223,1,4.063,4.063,5.385,1,5.519,5.519,6.524,1,6.452,6.452,7.491,1,12.22,12.22,13.505,1,3.896,4.57,5.512,2,5.668,5.668,6.613,1,6.206,6.206,7.415,1,5.098,5.098,6.179,1,19.591,19.591,20.8,1,7.265,7.265,8.436,1,7.09,7.09,8.151,1,13.398,13.398,14.4,1,8.804,8.804,9.989,1,7.839,7.839,8.975,1,6.106,6.106,7.252,1,8.259,8.259,9.342,1,8.049,8.049,9.315,1,5.705,5.705,7.055,1,7.168,8.233,9.635,2,5.447,5.447,6.998,1,7.241,7.241,8.289,1,NA
R_9vExw74bOkN2nn3,Per. Reasoning,34,96,0,0,0,7,22,1,0,4,0,0,19,2,0,21,3,21,0,24,0,0,0,72,0,7,50,3,0,3,0,0,100,356,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.106,5.106,6.12,1,2.744,3.305,6.602,2,3.517,4.133,5.251,2,3.012,6.544,7.177,2,9.65,12.426,13.151,3,5.025,5.025,6.038,1,5.145,6.478,7.658,3,6.068,7.759,8.496,3,3.122,3.657,4.58,2,4.966,5.507,6.27,2,3.938,7.695,9.807,3,4.619,5.634,6.877,2,5.546,6.406,7.2,3,7.655,11.369,12.205,4,3.643,12.356,13.369,3,6.079,7.56,8.22,2,4.146,4.702,5.452,2,4.901,12.88,13.555,5,5.536,9.916,10.643,5,5.493,5.951,6.919,2,13.619,15.901,17.326,4,3.129,7.357,8.078,4,2.174,3.484,4.236,3,2.862,4.351,5.336,2,11.494,14.855,16.076,2,4.459,6.324,6.634,3,3.284,4.326,5.099,3,15.2,17.128,19.228,3,9.292,10.362,12.115,2,1.794,3.845,5.085,4,NA
R_1hMAMNjtMIMBBVG,Per. Reasoning,39,100,11,37,55,6,35,6,40,26,36,0,100,89,100,98,99,78,5,73,49,8,22,100,39,100,23,21,41,37,28,29,100,355,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.175,8.853,10.364,3,6.311,7.035,8.036,2,5.515,5.515,6.351,1,6.502,6.502,8.31,1,6.37,6.37,7.139,1,3.835,3.835,4.664,1,19.41,19.41,20.346,1,2.911,2.911,3.751,1,3.146,3.929,4.691,2,5.128,7.045,11.451,3,3.451,3.451,4.18,1,8.337,8.337,11.412,1,7.205,7.205,8.101,1,6.367,6.367,7.067,1,3.992,3.992,4.695,1,5.191,5.191,5.865,1,7.28,7.28,12.195,1,5.996,5.996,6.723,1,5.881,5.881,6.675,1,4.44,4.44,5.626,1,7.179,7.179,7.984,1,5.097,6.069,6.995,2,7.602,7.602,8.64,1,4.524,4.524,7.122,1,5.345,5.345,6.38,1,3.68,6.201,7.395,3,3.701,3.701,4.4,1,7.698,7.698,9.367,1,6.892,6.892,7.835,1,5.344,5.344,6.131,1,NA
R_1eqvHo2qoNoyen8,Per. Reasoning,34,98,3,0,44,0,40,12,1,10,6,5,84,4,13,2,22,2,0,36,7,0,86,58,0,53,2,5,25,0,0,0,100,479,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.45,6.45,8.168,1,8.197,12.333,13.595,2,9.103,10.737,11.879,2,5.697,5.697,7.347,1,12.636,12.636,14.483,1,5.68,5.68,7.45,1,9.094,9.094,11.179,1,6.385,8.849,10.364,2,5.38,5.38,7.226,1,6.382,6.382,9.868,1,6.023,6.023,7.294,1,6.228,6.228,9.283,1,6.383,6.383,8.093,1,13.968,37.213,38.515,2,9.081,9.081,10.633,1,5.442,9.665,11.082,2,7.732,9.553,10.742,3,8.958,8.958,10.579,1,5.141,5.141,7,1,5.871,5.871,7.596,1,17.456,18.102,20.536,2,6.792,8.772,9.853,2,4.994,4.994,7.49,1,6.915,6.915,9.182,1,7.034,7.034,8.591,1,7.641,7.641,9.328,1,9.055,12.088,13.43,2,5.269,5.269,8.416,1,6.461,6.461,8.581,1,3.981,3.981,6.211,1,NA
R_bQqktD6uUFaZkqZ,Per. Reasoning,21,100,0,0,0,0,0,14,0,62,0,0,100,2,84,83,0,14,0,77,0,0,0,100,0,100,0,0,0,0,0,0,100,404,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.259,7.272,8.259,3,1.7,3.09,4.098,2,6.174,7.294,8.415,4,3.495,4.572,5.435,3,3.169,12.697,13.673,2,22.465,23.625,24.368,4,2.271,4.197,5.525,2,2.08,4.996,5.741,2,1.045,5.205,5.478,7,1.451,2.73,3.768,2,5.15,6.08,7.721,3,1.578,2.93,4.907,2,5.317,7.414,8.25,3,3.932,6.901,8.033,2,1.391,2.906,4.168,2,3.918,6.39,7.016,2,2.95,3.575,4.599,2,3.619,10.087,12.872,2,3.068,5.493,6.725,3,2.624,7.049,7.901,2,1.871,11.415,12.473,2,3.851,5.051,5.709,3,1.727,4.323,5.762,2,3.678,5.799,6.536,2,1.639,2.759,3.407,2,3.795,4.835,5.941,3,2.924,4.69,5.058,3,1.836,3.136,4.381,2,4.693,5.964,6.973,3,1.168,3.119,3.91,2,NA
R_2YKgKWEeVKbaXf7,Per. Reasoning,60,100,7,23,0,19,31,49,51,26,5,0,100,48,100,100,50,100,49,96,73,52,30,53,58,100,52,47,19,17,72,4,100,427,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.384,6.384,7.76,1,5.263,5.263,6.466,1,4.497,8.185,9.091,3,4.421,4.421,5.667,1,8.178,8.178,9.589,1,4.478,5.503,7.443,2,9.141,9.141,10.404,1,9.972,9.972,11.478,1,4.343,4.343,9.162,1,13.365,13.365,15.085,1,6.443,6.443,8.865,1,5.806,5.806,7.686,1,4.464,4.464,5.453,1,5.241,5.241,6.066,1,4.503,4.503,5.72,1,4.999,4.999,6.672,1,4.813,4.813,6.677,1,9.56,9.56,13.093,1,4.534,4.534,9.914,1,5.352,7.777,10.945,3,6.867,8.814,10.266,2,6.698,12.322,13.554,4,7.127,7.127,8.37,1,4.099,4.099,5.054,1,5.39,5.39,7.133,1,9.555,15.594,17.211,3,19.917,19.917,21.333,1,5.49,5.49,7.226,1,4.855,6.615,8.551,2,7.281,7.281,8.989,1,NA
R_2bZOe82fn2XP7av,Per. Reasoning,49,100,25,0,100,59,100,75,0,100,41,0,100,0,100,100,100,100,1,76,99,100,79,100,38,100,9,100,57,29,0,0,100,425,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,12.288,12.288,13.192,1,6.251,7.974,10.41,3,5.517,5.517,6.365,1,6.97,8.642,9.525,2,10.241,10.241,11.199,1,6.878,6.878,7.895,1,18.165,31.893,33.483,2,4,5.537,6.341,2,7.445,7.445,8.41,1,4.935,4.935,6.612,1,4.779,4.779,5.647,1,10.317,11.246,12.239,2,6.593,6.593,7.965,1,4.25,4.25,5.054,1,4.719,4.719,5.573,1,4.776,6.664,7.642,2,9.568,9.568,11.306,1,9.334,9.334,12.058,1,4.798,4.798,5.706,1,7.051,7.051,7.911,1,10.662,10.662,11.691,1,4.911,4.911,8.157,1,8.077,13.83,14.842,2,4.496,4.496,5.379,1,7.744,8.441,10.516,2,6.235,6.235,6.977,1,12.924,12.924,14.042,1,6.397,8.709,9.625,3,5.925,5.925,6.896,1,8.356,8.356,9.92,1,NA
R_1L0kDc1oKUG1vVf,Per. Reasoning,33,89,0,0,0,1,32,0,0,0,0,0,4,0,0,1,4,0,0,3,0,0,9,52,0,2,0,0,0,0,0,0,100,365,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,2.629,3.813,4.531,3,1.891,1.891,3.8,1,2.902,3.438,4.319,2,0.238,5.398,6.043,5,7.758,9.318,10.043,3,2.358,2.358,3.588,1,2.059,2.059,2.975,1,12.951,18.127,18.981,7,8.694,8.694,9.746,1,2.402,2.402,3.664,1,2.015,2.015,2.892,1,2.2,2.2,3.269,1,2.072,3.064,3.83,3,8.333,10.093,11.384,4,1.901,3.501,4.53,3,1.715,1.715,2.656,1,2.139,2.635,3.824,2,2.568,3.672,4.639,3,1.896,1.896,3.476,1,2.684,4.405,6.242,5,5.09,5.09,7.99,1,17.016,17.663,18.335,2,2.058,2.922,3.655,3,2.372,2.372,3.394,1,1.74,1.74,2.629,1,3.521,4.625,5.438,3,13.104,17.089,18.287,7,2.52,2.977,3.711,3,2.085,2.085,3.138,1,2.018,4.243,5.254,4,NA
R_3Nw7OVurhZLSz90,Per. Reasoning,45,100,5,0,1,0,17,19,4,72,0,0,86,0,66,85,47,62,0,62,0,19,63,86,0,75,0,83,5,0,0,0,100,354,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.902,5.902,6.79,1,5,5,5.74,1,6.588,6.588,7.47,1,2.337,3.208,3.924,2,16.5,16.5,17.388,1,3.95,3.95,4.613,1,9.939,9.939,10.722,1,4.24,4.24,4.91,1,4.069,4.069,4.822,1,2.101,2.101,4.141,1,12.521,12.521,13.258,1,4.969,4.969,5.838,1,6.527,6.527,7.22,1,4.355,4.355,4.949,1,6.298,6.298,7.011,1,4.046,4.046,4.714,1,4.761,5.623,6.297,2,13.131,13.131,13.861,1,2.272,2.272,3.382,1,13.301,13.301,16.12,1,6.444,6.444,7.157,1,6.047,6.047,6.792,1,5.846,6.68,7.451,2,4.891,4.891,5.565,1,4.59,6.517,7.289,3,4.441,5.202,5.807,2,5.553,5.553,6.33,1,4.229,4.229,7.23,1,3.573,3.573,4.315,1,4.436,4.436,5.208,1,NA
R_57FU0HcXpcukTW9,Per. Reasoning,21,47,9,23,64,24,22,31,47,10,50,0,100,72,100,94,81,100,16,48,98,82,91,90,48,82,42,51,75,64,41,20,100,297,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,4.6,4.6,6.584,1,5.022,5.808,6.846,2,4.168,4.168,5.459,1,3.122,3.808,4.69,2,9.476,9.476,10.388,1,4.853,6.096,7.544,3,5.467,6.08,6.79,2,6.647,6.647,8.185,1,10.891,10.891,11.887,1,3.566,6.996,8.204,4,4.27,4.27,5.108,1,4.538,4.538,5.499,1,4.226,4.226,5.801,1,2.978,2.978,4.309,1,5.544,7.781,8.651,4,3.132,3.132,3.903,1,5.535,5.535,6.789,1,7.188,7.188,8.286,1,3.818,4.407,5.39,2,3.48,3.48,4.89,1,5.621,5.621,6.643,1,4.919,5.52,6.325,2,6.049,6.663,7.652,2,3.67,3.67,5.82,1,6.783,6.783,7.75,1,5.212,5.212,6.15,1,5.06,5.06,5.967,1,4.633,4.633,5.827,1,5.026,5.51,6.418,2,3.84,3.84,4.871,1,NA
R_11XhYMbR3tcnv2M,Per. Reasoning,52,91,29,29,46,22,32,23,26,24,31,13,70,45,42,65,62,67,30,56,37,25,33,65,25,65,66,41,21,32,28,29,100,483,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,15.199,15.199,15.94,1,8.419,9.985,10.718,2,20.547,22.283,23.169,2,8.43,9.008,9.964,2,9.808,9.808,10.687,1,6.226,6.226,7.183,1,8.644,8.644,9.676,1,5.926,5.926,6.896,1,5.395,5.395,6.258,1,7.424,9.985,10.763,4,6.823,6.823,7.778,1,9.223,9.223,10.023,1,12.125,14.701,15.633,3,4.231,4.231,5.076,1,7.34,7.34,8.108,1,6.61,6.61,7.21,1,5.714,6.248,7.103,2,27.869,28.642,29.595,2,20.188,20.188,21.112,1,13.887,13.887,14.948,1,57.653,68.495,69.519,15,5.371,5.371,9.86,1,6.373,6.373,7.249,1,5.997,5.997,7.091,1,7.707,8.679,9.595,2,7.717,7.717,8.557,1,5.434,6.644,7.507,2,4.226,4.226,5.604,1,15.31,15.31,16.218,1,5.032,6.721,7.392,2,NA
